59	-0.033687	0.0094965	0.0045928
60	-0.033537	0.010013	0.017371
61	0.025767	0.023687	0.010519
62	0.035	0.00012259	0.10203
63	0.028852	-0.019813	0.023408
64	0.018973	0.029411	0.042379
65	0.019868	-0.028814	0.038412
66	-0.034625	0.0051082	0.013432
67	-0.014113	0.032028	0.1225
68	0.024487	0.025007	0.026847
69	-0.016392	-0.030924	0.05605
70	0.030138	-0.017796	0.0065597
71	-0.019205	0.02926	0.087853
72	0.0099543	0.033555	0.014386
73	-0.031222	-0.015817	0.056418
74	-0.033773	-0.0091872	0.10852
75	-0.025115	0.024377	0.012581
76	0.029993	0.018039	0.10197
77	-0.030596	0.016997	0.05229
78	-0.022091	-0.027147	0.083923
79	0.024594	0.024902	0.079392
80	-0.014196	-0.031992	0.00188
81	0.01713	-0.030521	0.076097
82	0.021454	-0.027654	0.054784
83	-0.02818	-0.020758	0.0045943
84	0.011476	-0.033065	0.085704
85	-0.0054466	-0.034574	0.10123
86	-0.010568	-0.033366	0.022945
87	0.032407	-0.013222	0.11961
88	0.013116	0.032449	0.04244
89	0.028842	-0.019828	0.036683
90	0.031029	-0.016192	0.091263
91	-0.0055293	-0.03456	0.12205
92	-0.024607	0.02489	0.10792
93	-0.010359	-0.033432	0.059151
94	0.014235	0.031975	0.052725
95	0.032548	-0.01287	0.12854
96	0.0049045	0.034655	0.036252
97	-0.028129	-0.020826	0.038993
98	0.034511	0.0058286	0.056403
99	0.0067305	-0.034347	0.057177
100	-0.010612	0.033352	0.062306
101	-0.021335	0.027746	0.024642
102	0.020419	0.028426	0.064659
103	-0.03304	0.011548	0.11404
104	0.020373	-0.028459	0.024602
105	0.02859	-0.020189	0.00083565
106	-0.031056	0.016141	0.028119
107	-0.0047849	0.034671	0.070569
108	-0.0097513	-0.033614	0.068779
109	-0.015174	-0.03154	0.098023
110	0.0060547	-0.034472	0.083794
111	-0.027731	0.021354	0.088722
112	0.034565	0.0055001	0.092552
113	0.033874	-0.0088051	0.062389
114	-0.034493	0.0059339	0.036917
115	0.026224	-0.02318	0.015367
116	0.023557	-0.025886	0.069636
117	0.022547	-0.02677	0.071126
118	-0.02535	0.024132	0.10695
119	-0.024889	0.024608	0.089941
120	-0.026174	-0.023236	0.092051
121	-0.018144	-0.02993	0.023855
122	-0.011229	-0.00073173	0.13
123	-0.0050835	-0.0024942	0.13
124	0.020357	-0.016119	0.13
125	-0.014017	0.014034	0.13
126	0.025536	-0.0052032	0.13
127	-0.006087	0.0080243	0.13
128	0.001327	0.0030116	0.13
129	-0.01869	-0.0080963	0.13
130	-0.0010388	-0.0027951	0.13
131	-0.026918	-0.003335	0.13
132	-0.0065247	-0.024034	0.13
133	0.00060846	-0.00040989	0.13
134	0.0052532	-0.0051277	0.13
135	-0.0026186	0.023563	0.13
136	0.01392	-0.0076006	0.13
137	0.0064187	0.016025	0.13
138	0.00090429	0.012311	0.13
139	-0.020795	-0.0051207	0.13
140	0.01067	0.01191	0.13
141	0.0014666	0.010216	0.13
142	-0.0012026	0.029296	0.13
143	-0.0050006	0.011096	0.13
144	0.022776	0.025184	0.13
145	0.0072467	0.01208	0.13
146	-0.0024397	0.018191	0.13
147	-0.0042198	0.011322	0
148	-0.0032715	-0.0063061	0
149	0.0023489	0.00086517	0
150	-0.014188	0.02708	0
151	0.003949	-0.0035582	0
152	-0.023573	0.014735	0
153	-0.03312	-0.00045069	0
154	-0.0076752	0.0096118	0
155	0.0020573	-0.00014444	0
156	-0.031467	0.0070559	0
157	0.025696	-0.0089208	0
158	0.0070483	0.0051368	0
159	-0.0078776	0.01686	0
160	-0.0020287	0.0015874	0
161	0.015743	-0.025309	0
162	0.014054	0.022225	0
163	0.00065162	0.00614	0
164	0.014902	0.024782	0
165	-0.0010714	-0.00049261	0
166	0.00035998	0.00051462	0
167	-0.011968	-0.021973	0
168	0.025765	-0.019566	0
169	-0.0088334	-0.017296	0
170	-0.015858	-0.024291	0
171	-0.010711	0.0064206	0
172	0.06815	-0.12817	-0.13758
173	0.031993	0.096433	0.17227
174	0.025381	-0.092176	0.17567
175	0.020752	-0.013936	0.19843
176	0.10457	-0.16266	-0.051058
177	-0.12072	0.012004	-0.15901
178	-0.11159	-0.14394	0.082634
179	-0.17623	-0.0087262	-0.094162
180	0.03646	0.12568	0.15124
181	0.15707	-0.075597	-0.098044
182	0.094884	-0.0051248	-0.17599
183	-0.087048	0.056722	-0.1709
184	-0.10998	-0.074466	-0.14953
185	0.047155	0.0059167	0.19427
186	-0.054419	0.15747	-0.11064
187	0.10967	-0.12397	0.11227
188	0.15125	0.023092	-0.1288
189	0.14154	-0.10822	-0.090855
190	0.06426	0.18823	0.020959
191	-0.19019	-0.036146	-0.05023
